textDisplay,textOriginal,likeCount,publishedAt,updatedAt
自分の見てるチャンネルは問題になった動画見てなくても全部当てられる再現度なのすごいし面白いね。てつやが上手にポイントおさえてるのかな？ヘラヘラだけ見てないから分からなかったけどマサイ族普通に面白そうだった笑,自分の見てるチャンネルは問題になった動画見てなくても全部当てられる再現度なのすごいし面白いね。てつやが上手にポイントおさえてるのかな？ヘラヘラだけ見てないから分からなかったけどマサイ族普通に面白そうだった笑,1,2022-10-18T16:11:12Z,2022-10-18T16:11:12Z
はじめんの動画分かりやすすぎる笑笑,はじめんの動画分かりやすすぎる笑笑,1,2022-10-20T08:59:57Z,2022-10-20T08:59:57Z
最初からYouTube分析力すげぇな。最後も存在忘れてたYouTuberだったから当てれなかったけど、やすいちょけとかちゃんと当てててすごいよ。,最初からYouTube分析力すげぇな。最後も存在忘れてたYouTuberだったから当てれなかったけど、やすいちょけとかちゃんと当てててすごいよ。,5,2022-10-18T13:17:57Z,2022-10-18T13:17:57Z
こういう尖りは久しぶりだから軽く心配になっちゃったけどおもろい,こういう尖りは久しぶりだから軽く心配になっちゃったけどおもろい,7,2022-10-19T06:40:43Z,2022-10-19T06:40:43Z
虫さん今回特にキレキッレで草,虫さん今回特にキレキッレで草,24,2022-10-18T13:19:36Z,2022-10-18T13:19:58Z
これやるおかげで再生数伸びてない動画の手助けになるのいいね笑,これやるおかげで再生数伸びてない動画の手助けになるのいいね笑,1,2022-10-19T00:53:43Z,2022-10-19T00:53:43Z
はじめんの芋掘りの動画好きでよく見てたから伸びてないのびっくりした,はじめんの芋掘りの動画好きでよく見てたから伸びてないのびっくりした,1,2022-10-19T14:52:00Z,2022-10-19T14:52:00Z
さつまいも動画上げられた日に見た記憶あるんだけどなにこれってなって結構記憶に残ってた笑そんなに伸びてないとは思ってなかったけど笑,"さつまいも動画上げられた日に見た記憶あるんだけどなにこれってなって結構記憶に残ってた笑
そんなに伸びてないとは思ってなかったけど笑",2,2022-10-18T12:47:49Z,2022-10-18T12:47:49Z
最後の虫さんまじ真顔すぎてめっちゃ見てしまった,最後の虫さんまじ真顔すぎてめっちゃ見てしまった,15,2022-10-18T14:15:44Z,2022-10-18T14:15:44Z
まだ投稿日聞いてないのにもう一回やってくれってまた未来人説のピースが一つ揃った,まだ投稿日聞いてないのにもう一回やってくれってまた未来人説のピースが一つ揃った,7,2022-10-18T13:06:25Z,2022-10-18T13:06:25Z
にらめっこはガチでおもろいから見てほしい,にらめっこはガチでおもろいから見てほしい,2,2022-10-18T13:08:48Z,2022-10-18T13:08:48Z
クリスマスの動画見てたことに自分でびっくり今日この動画なかったら忘れてた、、、当時体張ってるなってみてました🤙,"クリスマスの動画見てたことに自分でびっくり
今日この動画なかったら忘れてた、、、
当時体張ってるなってみてました🤙",3,2022-10-18T13:10:07Z,2022-10-18T13:10:07Z
はじめんしかわからんかった。ってはじめんの編集分かりやすい,"はじめんしかわからんかった。
ってはじめんの編集分かりやすい",9,2022-10-19T04:11:06Z,2022-10-19T04:11:06Z
東海の動画ならサムネもタイトルも関係なしに見ちゃうのほんとに見過ぎなんだなって気付かされる。季節なんて考えたこともなかったまあ幸せだからいいけど,"東海の動画ならサムネもタイトルも関係なしに見ちゃうのほんとに見過ぎなんだなって気付かされる。季節なんて考えたこともなかった
まあ幸せだからいいけど",1,2022-10-18T17:51:27Z,2022-10-18T17:51:27Z
これで本家の動画見に行った人が何万人いるのかと思うと、本当に素晴らしいYouTuberだと思うわ,これで本家の動画見に行った人が何万人いるのかと思うと、本当に素晴らしいYouTuberだと思うわ,1,2022-10-18T22:30:43Z,2022-10-18T22:30:43Z
普通に全部当てられたの嬉しい,普通に全部当てられたの嬉しい,1,2022-10-18T13:30:18Z,2022-10-18T13:30:18Z
東海オンエアは皆がプラスになる動画をつくるのが上手だと思う。,東海オンエアは皆がプラスになる動画をつくるのが上手だと思う。,1,2022-10-18T17:38:34Z,2022-10-18T17:38:34Z
画面外から何かその動画のものを投げ入れるのははじめんって印象めっちゃ強い,画面外から何かその動画のものを投げ入れるのははじめんって印象めっちゃ強い,2,2022-10-18T19:29:43Z,2022-10-18T19:29:43Z
虫さんが水溜りボンドのこと話してるとき「あんなにやっすいちょけはしないよな…」って言ったのがなんか嬉しかった🤭,虫さんが水溜りボンドのこと話してるとき「あんなにやっすいちょけはしないよな…」って言ったのがなんか嬉しかった🤭,4,2022-10-18T21:39:46Z,2022-10-18T21:40:17Z
たしかにちょっとつまらない動画多かったけど、2本目のマサイ族のやつはめっちゃ好き、おもろいww総じててつやが外国人演じると毎回面白い,"たしかにちょっとつまらない動画多かったけど、2本目のマサイ族のやつはめっちゃ好き、おもろいww
総じててつやが外国人演じると毎回面白い",1,2022-10-19T03:42:52Z,2022-10-19T03:42:52Z
にらめっこの後編死ぬほどおもろいのに😂,にらめっこの後編死ぬほどおもろいのに😂,2,2022-10-19T12:44:46Z,2022-10-19T12:44:46Z
ヘラヘラのやつ本家はビジネスマサイを普通のマサイ族風に呼んでる動画なのに、ビジネスマサイの真似してるてつやとそれを通訳するのがおもろすぎて元動画から趣旨変わっちゃってるやん笑笑,"ヘラヘラのやつ本家はビジネスマサイを普通のマサイ族風に呼んでる動画なのに、
ビジネスマサイの真似してるてつやとそれを通訳するのがおもろすぎて元動画から趣旨変わっちゃってるやん笑笑",16,2022-10-18T14:07:38Z,2022-10-18T14:07:38Z
がーどまんが東海の動画出てるとめっちゃ嬉しい,がーどまんが東海の動画出てるとめっちゃ嬉しい,6,2022-10-18T14:00:36Z,2022-10-18T14:00:36Z
最近東海オンエアの動画でレイクレの出演増えてるから、こうゆう他のYouTuberが関わる系だとレイクレ出るんじゃね？って期待してしまう,最近東海オンエアの動画でレイクレの出演増えてるから、こうゆう他のYouTuberが関わる系だとレイクレ出るんじゃね？って期待してしまう,2,2022-10-18T13:47:12Z,2022-10-18T13:47:12Z
伸びなかった動画を出されると見に行ってしまう。というか懐かしいなと思って見に行く,伸びなかった動画を出されると見に行ってしまう。というか懐かしいなと思って見に行く,1,2022-10-18T16:26:56Z,2022-10-18T16:26:56Z
7:48からのとしみつの鋭さ、そしてニヤっとした流れ好き笑,7:48からのとしみつの鋭さ、そしてニヤっとした流れ好き笑,14,2022-10-18T13:47:27Z,2022-10-18T13:47:27Z
最近離れてて久々に東海見たけど動画はもちろんコメント欄が安定しててやっぱ好きだと思った。好きだと思った。,最近離れてて久々に東海見たけど動画はもちろんコメント欄が安定しててやっぱ好きだと思った。好きだと思った。,4,2022-10-19T01:10:15Z,2022-10-19T01:10:15Z
東海の安定ぶりハンパない,東海の安定ぶりハンパない,3,2022-10-18T14:10:11Z,2022-10-18T14:10:11Z
伸びない動画で動画作って1時間10万回再生ペースの東海さすが。,伸びない動画で動画作って1時間10万回再生ペースの東海さすが。,2,2022-10-18T16:08:04Z,2022-10-18T16:08:04Z
東海と4組目の絡み好きだよ最近笑,東海と4組目の絡み好きだよ最近笑,1,2022-10-18T15:20:45Z,2022-10-18T15:20:45Z
虫さんの棘のある解答好きすぎる笑笑,虫さんの棘のある解答好きすぎる笑笑,2,2022-10-19T03:31:09Z,2022-10-19T03:31:09Z
回答者、クイズ王並にキレッキレで草,回答者、クイズ王並にキレッキレで草,1,2022-10-19T03:37:37Z,2022-10-19T03:37:37Z
最後の動画だけバチおもろないのがリアルすぎる笑笑,最後の動画だけバチおもろないのがリアルすぎる笑笑,8,2022-10-18T15:41:42Z,2022-10-18T15:41:42Z
全部わかった、個性ほんとすごい,全部わかった、個性ほんとすごい,1,2022-10-19T03:08:01Z,2022-10-19T03:08:01Z
正直もう東海がおもろいっていうのが潜在意識にあるから、ぶっちゃけ何しても面白いんだよな〜　まあでもそれを差し引いても企画力とトークは面白い,正直もう東海がおもろいっていうのが潜在意識にあるから、ぶっちゃけ何しても面白いんだよな〜　まあでもそれを差し引いても企画力とトークは面白い,1,2022-10-19T11:15:13Z,2022-10-19T11:15:13Z
たまに鋭いとしみつ切り抜き集絶対できるぞ,たまに鋭いとしみつ切り抜き集絶対できるぞ,3,2022-10-19T10:29:49Z,2022-10-19T10:29:49Z
検証結果:東海は何やってもおもろい,検証結果:東海は何やってもおもろい,9,2022-10-18T13:02:01Z,2022-10-18T13:02:01Z
一問目は動画の作り方がまさにあの人！でわかりやすかった🍠,"一問目は動画の作り方がまさにあの人！で
わかりやすかった🍠",4,2022-10-18T12:53:50Z,2022-10-18T12:53:50Z
他のチャンネルの伸びなかった動画を紹介することで元を見に行って自然と再生回数が増えるようになってるの凄,他のチャンネルの伸びなかった動画を紹介することで元を見に行って自然と再生回数が増えるようになってるの凄,2,2022-10-18T13:14:03Z,2022-10-18T13:14:03Z
虫さんの回答の尖り具合ほんと好き笑笑,虫さんの回答の尖り具合ほんと好き笑笑,8,2022-10-18T15:42:59Z,2022-10-18T15:42:59Z
にらめっこの動画、伸びてないって言ってもしっかり120万超なのほんとに強いよな,にらめっこの動画、伸びてないって言ってもしっかり120万超なのほんとに強いよな,3,2022-10-19T21:58:11Z,2022-10-19T21:58:11Z
双方にとってwin-winすぎて草,双方にとってwin-winすぎて草,2,2022-10-18T13:44:01Z,2022-10-18T13:44:01Z
てつやの再現毎回凄いよな,てつやの再現毎回凄いよな,79,2022-10-18T12:13:35Z,2022-10-18T12:13:35Z
